Source,Lever type,year,value,CPI,ExpensesGrowth
Nov17,expenditure,FY27,175652880,2.2,3.75
Nov17,expenditure,FY27,175182880,2.2,4
Nov17,expenditure,FY27,175182880,2.2,4
Nov17,expenditure,FY27,175582880,2.2,4
Nov17,expenditure,FY27,175382880,2.2,4
Nov17,expenditure,FY27,175652880,2.2,4
Nov17,expenditure,FY27,175182880,2.2,4.25
Nov17,expenditure,FY27,175182880,2.2,4.25
Nov17,expenditure,FY27,175582880,2.2,4.25
Nov17,expenditure,FY27,175382880,2.2,4.25
Nov17,expenditure,FY27,175652880,2.2,4.25
Nov17,expenditure,FY27,175182880,2.2,4.5
Nov17,expenditure,FY27,175182880,2.2,4.5
Nov17,expenditure,FY27,175582880,2.2,4.5
Nov17,expenditure,FY27,175382880,2.2,4.5
Nov17,expenditure,FY27,175652880,2.2,4.5
Nov17,expenditure,FY27,175182880,2.2,4.75
Nov17,expenditure,FY27,175182880,2.2,4.75
Nov17,expenditure,FY27,175582880,2.2,4.75
Nov17,expenditure,FY27,175382880,2.2,4.75
Nov17,expenditure,FY27,175652880,2.2,4.75
Nov17,expenditure,FY27,175182880,2.2,5
Nov17,expenditure,FY27,175182880,2.2,5
Nov17,expenditure,FY27,175582880,2.2,5
Nov17,expenditure,FY27,175382880,2.2,5
Nov17,expenditure,FY27,175652880,2.2,5
Nov17,expenditure,FY27,175182880,2.2,5.25
Nov17,expenditure,FY27,175182880,2.2,5.25
Nov17,expenditure,FY27,175582880,2.2,5.25
Nov17,expenditure,FY27,175382880,2.2,5.25
Nov17,expenditure,FY27,175652880,2.2,5.25
Nov17,expenditure,FY27,175182880,2.3,2
Nov17,expenditure,FY27,175182880,2.3,2
Nov17,expenditure,FY27,175582880,2.3,2
Nov17,expenditure,FY27,175382880,2.3,2
Nov17,expenditure,FY27,175652880,2.3,2
Nov17,expenditure,FY27,175182880,2.3,2.25
Nov17,expenditure,FY27,175182880,2.3,2.25
Nov17,expenditure,FY27,175582880,2.3,2.25
Nov17,expenditure,FY27,175382880,2.3,2.25
Nov17,expenditure,FY27,175652880,2.3,2.25
Nov17,expenditure,FY27,175182880,2.3,2.5
Nov17,expenditure,FY27,175182880,2.3,2.5
Nov17,expenditure,FY27,175582880,2.3,2.5
Nov17,expenditure,FY27,175382880,2.3,2.5
Nov17,expenditure,FY27,175652880,2.3,2.5
Nov17,expenditure,FY27,175182880,2.3,2.75
Nov17,expenditure,FY27,175182880,2.3,2.75
Nov17,expenditure,FY27,175582880,2.3,2.75
Nov17,expenditure,FY27,175382880,2.3,2.75
Nov17,expenditure,FY27,175652880,2.3,2.75
Nov17,expenditure,FY27,175182880,2.3,3
Nov17,expenditure,FY27,175182880,2.3,3
Nov17,expenditure,FY27,175582880,2.3,3
Nov17,expenditure,FY27,175382880,2.3,3
Nov17,expenditure,FY27,175652880,2.3,3
Nov17,expenditure,FY27,175182880,2.3,3.25
Nov17,expenditure,FY27,175182880,2.3,3.25
Nov17,expenditure,FY27,175582880,2.3,3.25
Nov17,expenditure,FY27,175382880,2.3,3.25
Nov17,expenditure,FY27,175652880,2.3,3.25
Nov17,expenditure,FY27,175182880,2.3,3.5
Nov17,expenditure,FY27,175182880,2.3,3.5
Nov17,expenditure,FY27,175582880,2.3,3.5
Nov17,expenditure,FY27,175382880,2.3,3.5
Nov17,expenditure,FY27,175652880,2.3,3.5
Nov17,expenditure,FY27,175182880,2.3,3.75
Nov17,expenditure,FY27,175182880,2.3,3.75
Nov17,expenditure,FY27,175582880,2.3,3.75
Nov17,expenditure,FY27,175382880,2.3,3.75
Nov17,expenditure,FY27,175652880,2.3,3.75
Nov17,expenditure,FY27,175182880,2.3,4
Nov17,expenditure,FY27,175182880,2.3,4
Nov17,expenditure,FY27,175582880,2.3,4
Nov17,expenditure,FY27,175382880,2.3,4
Nov17,expenditure,FY27,175652880,2.3,4
Nov17,expenditure,FY27,175182880,2.3,4.25
Nov17,expenditure,FY27,175182880,2.3,4.25
Nov17,expenditure,FY27,175582880,2.3,4.25
Nov17,expenditure,FY27,175382880,2.3,4.25
Nov17,expenditure,FY27,175652880,2.3,4.25
Nov17,expenditure,FY27,175182880,2.3,4.5
Nov17,expenditure,FY27,175182880,2.3,4.5
Nov17,expenditure,FY27,175582880,2.3,4.5
Nov17,expenditure,FY27,175382880,2.3,4.5
Nov17,expenditure,FY27,175652880,2.3,4.5
Nov17,expenditure,FY27,175182880,2.3,4.75
Nov17,expenditure,FY27,175182880,2.3,4.75
Nov17,expenditure,FY27,175582880,2.3,4.75
Nov17,expenditure,FY27,175382880,2.3,4.75
Nov17,expenditure,FY27,175652880,2.3,4.75
Nov17,expenditure,FY27,175182880,2.3,5
Nov17,expenditure,FY27,175182880,2.3,5
Nov17,expenditure,FY27,175582880,2.3,5
Nov17,expenditure,FY27,175382880,2.3,5
Nov17,expenditure,FY27,175652880,2.3,5
Nov17,expenditure,FY27,175182880,2.3,5.25
Nov17,expenditure,FY27,175182880,2.3,5.25
Nov17,expenditure,FY27,175582880,2.3,5.25
Nov17,expenditure,FY27,175382880,2.3,5.25
Nov17,expenditure,FY27,175652880,2.3,5.25
Nov17,expenditure,FY27,175182880,2.4,2
Nov17,expenditure,FY27,175182880,2.4,2
Nov17,expenditure,FY27,175582880,2.4,2
Nov17,expenditure,FY27,175382880,2.4,2
Nov17,expenditure,FY27,175652880,2.4,2
Nov17,expenditure,FY27,175182880,2.4,2.25
Nov17,expenditure,FY27,175182880,2.4,2.25
Nov17,expenditure,FY27,175582880,2.4,2.25
Nov17,expenditure,FY27,175382880,2.4,2.25
Nov17,expenditure,FY27,175652880,2.4,2.25
Nov17,expenditure,FY27,175182880,2.4,2.5
Nov17,expenditure,FY27,175182880,2.4,2.5
Nov17,expenditure,FY27,175582880,2.4,2.5
Nov17,expenditure,FY27,175382880,2.4,2.5
Nov17,expenditure,FY27,175652880,2.4,2.5
Nov17,expenditure,FY27,175182880,2.4,2.75
Nov17,expenditure,FY27,175182880,2.4,2.75
Nov17,expenditure,FY27,175582880,2.4,2.75
Nov17,expenditure,FY27,175382880,2.4,2.75
Nov17,expenditure,FY27,175652880,2.4,2.75
Nov17,expenditure,FY27,175182880,2.4,3
Nov17,expenditure,FY27,175182880,2.4,3
Nov17,expenditure,FY27,175582880,2.4,3
Nov17,expenditure,FY27,175382880,2.4,3
Nov17,expenditure,FY27,175652880,2.4,3
Nov17,expenditure,FY27,175182880,2.4,3.25
Nov17,expenditure,FY27,175182880,2.4,3.25
Nov17,expenditure,FY27,175582880,2.4,3.25
Nov17,expenditure,FY27,175382880,2.4,3.25
Nov17,expenditure,FY27,175652880,2.4,3.25
Nov17,expenditure,FY27,175182880,2.4,3.5
Nov17,expenditure,FY27,175182880,2.4,3.5
Nov17,expenditure,FY27,175582880,2.4,3.5
Nov17,expenditure,FY27,175382880,2.4,3.5
Nov17,expenditure,FY27,175652880,2.4,3.5
Nov17,expenditure,FY27,175182880,2.4,3.75
Nov17,expenditure,FY27,175182880,2.4,3.75
Nov17,expenditure,FY27,175582880,2.4,3.75
Nov17,expenditure,FY27,175382880,2.4,3.75
Nov17,expenditure,FY27,175652880,2.4,3.75
Nov17,expenditure,FY27,175182880,2.4,4
Nov17,expenditure,FY27,175182880,2.4,4
Nov17,expenditure,FY27,175582880,2.4,4
Nov17,expenditure,FY27,175382880,2.4,4
Nov17,expenditure,FY27,175652880,2.4,4
Nov17,expenditure,FY27,175182880,2.4,4.25
Nov17,expenditure,FY27,175182880,2.4,4.25
Nov17,expenditure,FY27,175582880,2.4,4.25
Nov17,expenditure,FY27,175382880,2.4,4.25
Nov17,expenditure,FY27,175652880,2.4,4.25
Nov17,expenditure,FY27,175182880,2.4,4.5
Nov17,expenditure,FY27,175182880,2.4,4.5
Nov17,expenditure,FY27,175582880,2.4,4.5
Nov17,expenditure,FY27,175382880,2.4,4.5
Nov17,expenditure,FY27,175652880,2.4,4.5
Nov17,expenditure,FY27,175182880,2.4,4.75
Nov17,expenditure,FY27,175182880,2.4,4.75
Nov17,expenditure,FY27,175582880,2.4,4.75
Nov17,expenditure,FY27,175382880,2.4,4.75
Nov17,expenditure,FY27,175652880,2.4,4.75
Nov17,expenditure,FY27,175182880,2.4,5
Nov17,expenditure,FY27,175182880,2.4,5
Nov17,expenditure,FY27,175582880,2.4,5
Nov17,expenditure,FY27,175382880,2.4,5
Nov17,expenditure,FY27,175652880,2.4,5
Nov17,expenditure,FY27,175182880,2.4,5.25
Nov17,expenditure,FY27,175182880,2.4,5.25
Nov17,expenditure,FY27,175582880,2.4,5.25
Nov17,expenditure,FY27,175382880,2.4,5.25
Nov17,expenditure,FY27,175652880,2.4,5.25
Nov17,expenditure,FY27,175182880,2.5,2
Nov17,expenditure,FY27,175182880,2.5,2
Nov17,expenditure,FY27,175582880,2.5,2
Nov17,expenditure,FY27,175382880,2.5,2
Nov17,expenditure,FY27,175652880,2.5,2
Nov17,expenditure,FY27,175182880,2.5,2.25
Nov17,expenditure,FY27,175182880,2.5,2.25
Nov17,expenditure,FY27,175582880,2.5,2.25
Nov17,expenditure,FY27,175382880,2.5,2.25
Nov17,expenditure,FY27,175652880,2.5,2.25
Nov17,expenditure,FY27,175182880,2.5,2.5
Nov17,expenditure,FY27,175182880,2.5,2.5
Nov17,expenditure,FY27,175582880,2.5,2.5
Nov17,expenditure,FY27,175382880,2.5,2.5
Nov17,expenditure,FY27,175652880,2.5,2.5
Nov17,expenditure,FY27,175182880,2.5,2.75
Nov17,expenditure,FY27,175182880,2.5,2.75
Nov17,expenditure,FY27,175582880,2.5,2.75
Nov17,expenditure,FY27,175382880,2.5,2.75
Nov17,expenditure,FY27,175652880,2.5,2.75
Nov17,expenditure,FY27,175182880,2.5,3
Nov17,expenditure,FY27,175182880,2.5,3
Nov17,expenditure,FY27,175582880,2.5,3
Nov17,expenditure,FY27,175382880,2.5,3
Nov17,expenditure,FY27,175652880,2.5,3
Nov17,expenditure,FY27,175182880,2.5,3.25
Nov17,expenditure,FY27,175182880,2.5,3.25
Nov17,expenditure,FY27,175582880,2.5,3.25
Nov17,expenditure,FY27,175382880,2.5,3.25
Nov17,expenditure,FY27,175652880,2.5,3.25
Nov17,expenditure,FY27,175182880,2.5,3.5
Nov17,expenditure,FY27,175182880,2.5,3.5
Nov17,expenditure,FY27,175582880,2.5,3.5
Nov17,expenditure,FY27,175382880,2.5,3.5
Nov17,expenditure,FY27,175652880,2.5,3.5
Nov17,expenditure,FY27,175182880,2.5,3.75
Nov17,expenditure,FY27,175182880,2.5,3.75
Nov17,expenditure,FY27,175582880,2.5,3.75
Nov17,expenditure,FY27,175382880,2.5,3.75
Nov17,expenditure,FY27,175652880,2.5,3.75
Nov17,expenditure,FY27,175182880,2.5,4
Nov17,expenditure,FY27,175182880,2.5,4
Nov17,expenditure,FY27,175582880,2.5,4
Nov17,expenditure,FY27,175382880,2.5,4
Nov17,expenditure,FY27,175652880,2.5,4
Nov17,expenditure,FY27,175182880,2.5,4.25
Nov17,expenditure,FY27,175182880,2.5,4.25
Nov17,expenditure,FY27,175582880,2.5,4.25
Nov17,expenditure,FY27,175382880,2.5,4.25
Nov17,expenditure,FY27,175652880,2.5,4.25
Nov17,expenditure,FY27,175182880,2.5,4.5
Nov17,expenditure,FY27,175182880,2.5,4.5
Nov17,expenditure,FY27,175582880,2.5,4.5
Nov17,expenditure,FY27,175382880,2.5,4.5
Nov17,expenditure,FY27,175652880,2.5,4.5
Nov17,expenditure,FY27,175182880,2.5,4.75
Nov17,expenditure,FY27,175182880,2.5,4.75
Nov17,expenditure,FY27,175582880,2.5,4.75
Nov17,expenditure,FY27,175382880,2.5,4.75
Nov17,expenditure,FY27,175652880,2.5,4.75
Nov17,expenditure,FY27,175182880,2.5,5
Nov17,expenditure,FY27,175182880,2.5,5
Nov17,expenditure,FY27,175582880,2.5,5
Nov17,expenditure,FY27,175382880,2.5,5
Nov17,expenditure,FY27,175652880,2.5,5
Nov17,expenditure,FY27,175182880,2.5,5.25
Nov17,expenditure,FY27,175182880,2.5,5.25
Nov17,expenditure,FY27,175582880,2.5,5.25
Nov17,expenditure,FY27,175382880,2.5,5.25
Nov17,expenditure,FY27,175652880,2.5,5.25
Nov17,expenditure,FY27,175182880,2.6,2
Nov17,expenditure,FY27,175182880,2.6,2
Nov17,expenditure,FY27,175582880,2.6,2
Nov17,expenditure,FY27,175382880,2.6,2
Nov17,expenditure,FY27,175652880,2.6,2
Nov17,expenditure,FY27,175182880,2.6,2.25
Nov17,expenditure,FY27,175182880,2.6,2.25
Nov17,expenditure,FY27,175582880,2.6,2.25
Nov17,expenditure,FY27,175382880,2.6,2.25
Nov17,expenditure,FY27,175652880,2.6,2.25
Nov17,expenditure,FY27,175182880,2.6,2.5
Nov17,expenditure,FY27,175182880,2.6,2.5
Nov17,expenditure,FY27,175582880,2.6,2.5
Nov17,expenditure,FY27,175382880,2.6,2.5
Nov17,expenditure,FY27,175652880,2.6,2.5
Nov17,expenditure,FY27,175182880,2.6,2.75
Nov17,expenditure,FY27,175182880,2.6,2.75
Nov17,expenditure,FY27,175582880,2.6,2.75
Nov17,expenditure,FY27,175382880,2.6,2.75
Nov17,expenditure,FY27,175652880,2.6,2.75
Nov17,expenditure,FY27,175182880,2.6,3
Nov17,expenditure,FY27,175182880,2.6,3
Nov17,expenditure,FY27,175582880,2.6,3
Nov17,expenditure,FY27,175382880,2.6,3
Nov17,expenditure,FY27,175652880,2.6,3
Nov17,expenditure,FY27,175182880,2.6,3.25
Nov17,expenditure,FY27,175182880,2.6,3.25
Nov17,expenditure,FY27,175582880,2.6,3.25
Nov17,expenditure,FY27,175382880,2.6,3.25
Nov17,expenditure,FY27,175652880,2.6,3.25
Nov17,expenditure,FY27,175182880,2.6,3.5
Nov17,expenditure,FY27,175182880,2.6,3.5
Nov17,expenditure,FY27,175582880,2.6,3.5
Nov17,expenditure,FY27,175382880,2.6,3.5
Nov17,expenditure,FY27,175652880,2.6,3.5
Nov17,expenditure,FY27,175182880,2.6,3.75
Nov17,expenditure,FY27,175182880,2.6,3.75
Nov17,expenditure,FY27,175582880,2.6,3.75
Nov17,expenditure,FY27,175382880,2.6,3.75
Nov17,expenditure,FY27,175652880,2.6,3.75
Nov17,expenditure,FY27,175182880,2.6,4
Nov17,expenditure,FY27,175182880,2.6,4
Nov17,expenditure,FY27,175582880,2.6,4
Nov17,expenditure,FY27,175382880,2.6,4
Nov17,expenditure,FY27,175652880,2.6,4
Nov17,expenditure,FY27,175182880,2.6,4.25
Nov17,expenditure,FY27,175182880,2.6,4.25
Nov17,expenditure,FY27,175582880,2.6,4.25
Nov17,expenditure,FY27,175382880,2.6,4.25
Nov17,expenditure,FY27,175652880,2.6,4.25
Nov17,expenditure,FY27,175182880,2.6,4.5
Nov17,expenditure,FY27,175182880,2.6,4.5
Nov17,expenditure,FY27,175582880,2.6,4.5
Nov17,expenditure,FY27,175382880,2.6,4.5
Nov17,expenditure,FY27,175652880,2.6,4.5
Nov17,expenditure,FY27,175182880,2.6,4.75
Nov17,expenditure,FY27,175182880,2.6,4.75
Nov17,expenditure,FY27,175582880,2.6,4.75
Nov17,expenditure,FY27,175382880,2.6,4.75
Nov17,expenditure,FY27,175652880,2.6,4.75
Nov17,expenditure,FY27,175182880,2.6,5
Nov17,expenditure,FY27,175182880,2.6,5
Nov17,expenditure,FY27,175582880,2.6,5
Nov17,expenditure,FY27,175382880,2.6,5
Nov17,expenditure,FY27,175652880,2.6,5
Nov17,expenditure,FY27,175182880,2.6,5.25
Nov17,expenditure,FY27,175182880,2.6,5.25
Nov17,expenditure,FY27,175582880,2.6,5.25
Nov17,expenditure,FY27,175382880,2.6,5.25
Nov17,expenditure,FY27,175652880,2.6,5.25
Nov17,expenditure,FY27,175182880,2.7,2
Nov17,expenditure,FY27,175182880,2.7,2
Nov17,expenditure,FY27,175582880,2.7,2
Nov17,expenditure,FY27,175382880,2.7,2
Nov17,expenditure,FY27,175652880,2.7,2
Nov17,expenditure,FY27,175182880,2.7,2.25
Nov17,expenditure,FY27,175182880,2.7,2.25
Nov17,expenditure,FY27,175582880,2.7,2.25
Nov17,expenditure,FY27,175382880,2.7,2.25
Nov17,expenditure,FY27,175652880,2.7,2.25
Nov17,expenditure,FY27,175182880,2.7,2.5
Nov17,expenditure,FY27,175182880,2.7,2.5
Nov17,expenditure,FY27,175582880,2.7,2.5
Nov17,expenditure,FY27,175382880,2.7,2.5
Nov17,expenditure,FY27,175652880,2.7,2.5
Nov17,expenditure,FY27,175182880,2.7,2.75
Nov17,expenditure,FY27,175182880,2.7,2.75
Nov17,expenditure,FY27,175582880,2.7,2.75
Nov17,expenditure,FY27,175382880,2.7,2.75
Nov17,expenditure,FY27,175652880,2.7,2.75
Nov17,expenditure,FY27,175182880,2.7,3
Nov17,expenditure,FY27,175182880,2.7,3
Nov17,expenditure,FY27,175582880,2.7,3
Nov17,expenditure,FY27,175382880,2.7,3
Nov17,expenditure,FY27,175652880,2.7,3
Nov17,expenditure,FY27,175182880,2.7,3.25
Nov17,expenditure,FY27,175182880,2.7,3.25
Nov17,expenditure,FY27,175582880,2.7,3.25
Nov17,expenditure,FY27,175382880,2.7,3.25
Nov17,expenditure,FY27,175652880,2.7,3.25
Nov17,expenditure,FY27,175182880,2.7,3.5
Nov17,expenditure,FY27,175182880,2.7,3.5
Nov17,expenditure,FY27,175582880,2.7,3.5
Nov17,expenditure,FY27,175382880,2.7,3.5
Nov17,expenditure,FY27,175652880,2.7,3.5
Nov17,expenditure,FY27,175182880,2.7,3.75
Nov17,expenditure,FY27,175182880,2.7,3.75
Nov17,expenditure,FY27,175582880,2.7,3.75
Nov17,expenditure,FY27,175382880,2.7,3.75
Nov17,expenditure,FY27,175652880,2.7,3.75
Nov17,expenditure,FY27,175182880,2.7,4
Nov17,expenditure,FY27,175182880,2.7,4
Nov17,expenditure,FY27,175582880,2.7,4
Nov17,expenditure,FY27,175382880,2.7,4
Nov17,expenditure,FY27,175652880,2.7,4
Nov17,expenditure,FY27,175182880,2.7,4.25
Nov17,expenditure,FY27,175182880,2.7,4.25
Nov17,expenditure,FY27,175582880,2.7,4.25
Nov17,expenditure,FY27,175382880,2.7,4.25
Nov17,expenditure,FY27,175652880,2.7,4.25
Nov17,expenditure,FY27,175182880,2.7,4.5
Nov17,expenditure,FY27,175182880,2.7,4.5
Nov17,expenditure,FY27,175582880,2.7,4.5
Nov17,expenditure,FY27,175382880,2.7,4.5
Nov17,expenditure,FY27,175652880,2.7,4.5
Nov17,expenditure,FY27,175182880,2.7,4.75
Nov17,expenditure,FY27,175182880,2.7,4.75
Nov17,expenditure,FY27,175582880,2.7,4.75
Nov17,expenditure,FY27,175382880,2.7,4.75
Nov17,expenditure,FY27,175652880,2.7,4.75
Nov17,expenditure,FY27,175182880,2.7,5
Nov17,expenditure,FY27,175182880,2.7,5
Nov17,expenditure,FY27,175582880,2.7,5
Nov17,expenditure,FY27,175382880,2.7,5
Nov17,expenditure,FY27,175652880,2.7,5
Nov17,expenditure,FY27,175182880,2.7,5.25
Nov17,expenditure,FY27,175182880,2.7,5.25
Nov17,expenditure,FY27,175582880,2.7,5.25
Nov17,expenditure,FY27,175382880,2.7,5.25
Nov17,expenditure,FY27,175652880,2.7,5.25
Nov17,expenditure,FY27,175182880,2.8,2
Nov17,expenditure,FY27,175182880,2.8,2
Nov17,expenditure,FY27,175582880,2.8,2
Nov17,expenditure,FY27,175382880,2.8,2
Nov17,expenditure,FY27,175652880,2.8,2
Nov17,expenditure,FY27,175182880,2.8,2.25
Nov17,expenditure,FY27,175182880,2.8,2.25
Nov17,expenditure,FY27,175582880,2.8,2.25
Nov17,expenditure,FY27,175382880,2.8,2.25
Nov17,expenditure,FY27,175652880,2.8,2.25
Nov17,expenditure,FY27,175182880,2.8,2.5
Nov17,expenditure,FY27,175182880,2.8,2.5
Nov17,expenditure,FY27,175582880,2.8,2.5
Nov17,expenditure,FY27,175382880,2.8,2.5
Nov17,expenditure,FY27,175652880,2.8,2.5
Nov17,expenditure,FY27,175182880,2.8,2.75
Nov17,expenditure,FY27,175182880,2.8,2.75
Nov17,expenditure,FY27,175582880,2.8,2.75
Nov17,expenditure,FY27,175382880,2.8,2.75
Nov17,expenditure,FY27,175652880,2.8,2.75
Nov17,expenditure,FY27,175182880,2.8,3
Nov17,expenditure,FY27,175182880,2.8,3
Nov17,expenditure,FY27,175582880,2.8,3
Nov17,expenditure,FY27,175382880,2.8,3
Nov17,expenditure,FY27,175652880,2.8,3
Nov17,expenditure,FY27,175182880,2.8,3.25
Nov17,expenditure,FY27,175182880,2.8,3.25
Nov17,expenditure,FY27,175582880,2.8,3.25
Nov17,expenditure,FY27,175382880,2.8,3.25
Nov17,expenditure,FY27,175652880,2.8,3.25
Nov17,expenditure,FY27,175182880,2.8,3.5
Nov17,expenditure,FY27,175182880,2.8,3.5
Nov17,expenditure,FY27,175582880,2.8,3.5
Nov17,expenditure,FY27,175382880,2.8,3.5
Nov17,expenditure,FY27,175652880,2.8,3.5
Nov17,expenditure,FY27,175182880,2.8,3.75
Nov17,expenditure,FY27,175182880,2.8,3.75
Nov17,expenditure,FY27,175582880,2.8,3.75
Nov17,expenditure,FY27,175382880,2.8,3.75
Nov17,expenditure,FY27,175652880,2.8,3.75
Nov17,expenditure,FY27,175182880,2.8,4
Nov17,expenditure,FY27,175182880,2.8,4
Nov17,expenditure,FY27,175582880,2.8,4
Nov17,expenditure,FY27,175382880,2.8,4
Nov17,expenditure,FY27,175652880,2.8,4
Nov17,expenditure,FY27,175182880,2.8,4.25
Nov17,expenditure,FY27,175182880,2.8,4.25
Nov17,expenditure,FY27,175582880,2.8,4.25
Nov17,expenditure,FY27,175382880,2.8,4.25
Nov17,expenditure,FY27,175652880,2.8,4.25
Nov17,expenditure,FY27,175182880,2.8,4.5
Nov17,expenditure,FY27,175182880,2.8,4.5
Nov17,expenditure,FY27,175582880,2.8,4.5
Nov17,expenditure,FY27,175382880,2.8,4.5
Nov17,expenditure,FY27,175652880,2.8,4.5
Nov17,expenditure,FY27,175182880,2.8,4.75
Nov17,expenditure,FY27,175182880,2.8,4.75
Nov17,expenditure,FY27,175582880,2.8,4.75
Nov17,expenditure,FY27,175382880,2.8,4.75
Nov17,expenditure,FY27,175652880,2.8,4.75
Nov17,expenditure,FY27,175182880,2.8,5
Nov17,expenditure,FY27,175182880,2.8,5
Nov17,expenditure,FY27,175582880,2.8,5
Nov17,expenditure,FY27,175382880,2.8,5
Nov17,expenditure,FY27,175652880,2.8,5
Nov17,expenditure,FY27,175182880,2.8,5.25
Nov17,expenditure,FY27,175182880,2.8,5.25
Nov17,expenditure,FY27,175582880,2.8,5.25
Nov17,expenditure,FY27,175382880,2.8,5.25
Nov17,expenditure,FY27,175652880,2.8,5.25
Nov17,expenditure,FY27,175182880,2.9,2
Nov17,expenditure,FY27,175182880,2.9,2
Nov17,expenditure,FY27,175582880,2.9,2
Nov17,expenditure,FY27,175382880,2.9,2
Nov17,expenditure,FY27,175652880,2.9,2
Nov17,expenditure,FY27,175182880,2.9,2.25
Nov17,expenditure,FY27,175182880,2.9,2.25
Nov17,expenditure,FY27,175582880,2.9,2.25
Nov17,expenditure,FY27,175382880,2.9,2.25
Nov17,expenditure,FY27,175652880,2.9,2.25
Nov17,expenditure,FY27,175182880,2.9,2.5
Nov17,expenditure,FY27,175182880,2.9,2.5
Nov17,expenditure,FY27,175582880,2.9,2.5
Nov17,expenditure,FY27,175382880,2.9,2.5
Nov17,expenditure,FY27,175652880,2.9,2.5
Nov17,expenditure,FY27,175182880,2.9,2.75
Nov17,expenditure,FY27,175182880,2.9,2.75
Nov17,expenditure,FY27,175582880,2.9,2.75
Nov17,expenditure,FY27,175382880,2.9,2.75
Nov17,expenditure,FY27,175652880,2.9,2.75
Nov17,expenditure,FY27,175182880,2.9,3
Nov17,expenditure,FY27,175182880,2.9,3
Nov17,expenditure,FY27,175582880,2.9,3
Nov17,expenditure,FY27,175382880,2.9,3
Nov17,expenditure,FY27,175652880,2.9,3
Nov17,expenditure,FY27,175182880,2.9,3.25
Nov17,expenditure,FY27,175182880,2.9,3.25
Nov17,expenditure,FY27,175582880,2.9,3.25
Nov17,expenditure,FY27,175382880,2.9,3.25
Nov17,expenditure,FY27,175652880,2.9,3.25
Nov17,expenditure,FY27,175182880,2.9,3.5
Nov17,expenditure,FY27,175182880,2.9,3.5
Nov17,expenditure,FY27,175582880,2.9,3.5
Nov17,expenditure,FY27,175382880,2.9,3.5
Nov17,expenditure,FY27,175652880,2.9,3.5
Nov17,expenditure,FY27,175182880,2.9,3.75
Nov17,expenditure,FY27,175182880,2.9,3.75
Nov17,expenditure,FY27,175582880,2.9,3.75
Nov17,expenditure,FY27,175382880,2.9,3.75
Nov17,expenditure,FY27,175652880,2.9,3.75
Nov17,expenditure,FY27,175182880,2.9,4
Nov17,expenditure,FY27,175182880,2.9,4
Nov17,expenditure,FY27,175582880,2.9,4
Nov17,expenditure,FY27,175382880,2.9,4
Nov17,expenditure,FY27,175652880,2.9,4
Nov17,expenditure,FY27,175182880,2.9,4.25
Nov17,expenditure,FY27,175182880,2.9,4.25
Nov17,expenditure,FY27,175582880,2.9,4.25
Nov17,expenditure,FY27,175382880,2.9,4.25
Nov17,expenditure,FY27,175652880,2.9,4.25
Nov17,expenditure,FY27,175182880,2.9,4.5
Nov17,expenditure,FY27,175182880,2.9,4.5
Nov17,expenditure,FY27,175582880,2.9,4.5
Nov17,expenditure,FY27,175382880,2.9,4.5
Nov17,expenditure,FY27,175652880,2.9,4.5
Nov17,expenditure,FY27,175182880,2.9,4.75
Nov17,expenditure,FY27,175182880,2.9,4.75
Nov17,expenditure,FY27,175582880,2.9,4.75
Nov17,expenditure,FY27,175382880,2.9,4.75
Nov17,expenditure,FY27,175652880,2.9,4.75
Nov17,expenditure,FY27,175182880,2.9,5
Nov17,expenditure,FY27,175182880,2.9,5
Nov17,expenditure,FY27,175582880,2.9,5
Nov17,expenditure,FY27,175382880,2.9,5
Nov17,expenditure,FY27,175652880,2.9,5
Nov17,expenditure,FY27,175182880,2.9,5.25
Nov17,expenditure,FY27,175182880,2.9,5.25
Nov17,expenditure,FY27,175582880,2.9,5.25
Nov17,expenditure,FY27,175382880,2.9,5.25
Nov17,expenditure,FY27,175652880,2.9,5.25
Nov17,expenditure,FY27,175182880,3,2
Nov17,expenditure,FY27,175182880,3,2
Nov17,expenditure,FY27,175582880,3,2
Nov17,expenditure,FY27,175382880,3,2
Nov17,expenditure,FY27,175652880,3,2
Nov17,expenditure,FY27,175182880,3,2.25
Nov17,expenditure,FY27,175182880,3,2.25
Nov17,expenditure,FY27,175582880,3,2.25
Nov17,expenditure,FY27,175382880,3,2.25
Nov17,expenditure,FY27,175652880,3,2.25
Nov17,expenditure,FY27,175182880,3,2.5
Nov17,expenditure,FY27,175182880,3,2.5
Nov17,expenditure,FY27,175582880,3,2.5
Nov17,expenditure,FY27,175382880,3,2.5
Nov17,expenditure,FY27,175652880,3,2.5
Nov17,expenditure,FY27,175182880,3,2.75
Nov17,expenditure,FY27,175182880,3,2.75
Nov17,expenditure,FY27,175582880,3,2.75
Nov17,expenditure,FY27,175382880,3,2.75
Nov17,expenditure,FY27,175652880,3,2.75
Nov17,expenditure,FY27,175182880,3,3
Nov17,expenditure,FY27,175182880,3,3
Nov17,expenditure,FY27,175582880,3,3
Nov17,expenditure,FY27,175382880,3,3
Nov17,expenditure,FY27,175652880,3,3
Nov17,expenditure,FY27,175182880,3,3.25
Nov17,expenditure,FY27,175182880,3,3.25
Nov17,expenditure,FY27,175582880,3,3.25
Nov17,expenditure,FY27,175382880,3,3.25
Nov17,expenditure,FY27,175652880,3,3.25
Nov17,expenditure,FY27,175182880,3,3.5
